mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr__C,param_lr__fit_intercept,param_lr__max_iter,param_lr__penalty,param_lr__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
12.22357268333435,0.714968093677537,1.4988887786865235,0.03737346225514871,0.1,True,1000,l1,saga,"{'lr__C': 0.1, 'lr__fit_intercept': True, 'lr__max_iter': 1000, 'lr__penalty': 'l1', 'lr__solver': 'saga'}",0.8432682695848898,0.8471089598568948,0.8455305939916873,0.8459737458237971,0.847157551364007,0.8458078241242551,0.0014190448641021843,18
10.260908269882203,0.4950476598793646,1.3700760364532472,0.18886809951741207,0.1,True,1000,l2,saga,"{'lr__C': 0.1, 'lr__fit_intercept': True, 'lr__max_iter': 1000, 'lr__penalty': 'l2', 'lr__solver': 'saga'}",0.8578155416425527,0.8604987636134056,0.8597095806808018,0.8571804382711178,0.860047878357404,0.8590504405130563,0.001307583375720589,16
5.247343635559082,0.47514960795145217,0.0,0.0,0.1,True,1000,elasticnet,saga,"{'lr__C': 0.1, 'lr__fit_intercept': True, 'lr__max_iter': 1000, 'lr__penalty': 'elasticnet', 'lr__solver': 'saga'}",,,,,,,,19
12.989151430130004,0.47855317349849275,1.3010356903076172,0.12022562428728527,0.1,False,1000,l1,saga,"{'lr__C': 0.1, 'lr__fit_intercept': False, 'lr__max_iter': 1000, 'lr__penalty': 'l1', 'lr__solver': 'saga'}",0.8456621244804545,0.8487136318198558,0.8475298574209502,0.8480256754268277,0.8486307315918239,0.8477124041479824,0.0011118355149764985,17
10.05704960823059,0.46672602431425353,1.2673762321472168,0.05467867763118786,0.1,False,1000,l2,saga,"{'lr__C': 0.1, 'lr__fit_intercept': False, 'lr__max_iter': 1000, 'lr__penalty': 'l2', 'lr__solver': 'saga'}",0.8581838270111012,0.8631819855842584,0.860577681906666,0.8599689579880567,0.8617315129034804,0.8607287930787125,0.0016793234800270773,15
5.271899127960205,0.12844584989839647,0.0,0.0,0.1,False,1000,elasticnet,saga,"{'lr__C': 0.1, 'lr__fit_intercept': False, 'lr__max_iter': 1000, 'lr__penalty': 'elasticnet', 'lr__solver': 'saga'}",,,,,,,,19
261.4815648555756,97.78496830929726,1.1436086177825928,0.1363136105230246,1.0,True,1000,l1,saga,"{'lr__C': 1, 'lr__fit_intercept': True, 'lr__max_iter': 1000, 'lr__penalty': 'l1', 'lr__solver': 'saga'}",0.8802546430262534,0.8869626979533856,0.8818067027937075,0.8834083076842133,0.8849867150711599,0.883483813305744,0.002349778439363906,13
9.693193340301514,0.6693615828058181,1.337225866317749,0.2109507794928864,1.0,True,1000,l2,saga,"{'lr__C': 1, 'lr__fit_intercept': True, 'lr__max_iter': 1000, 'lr__penalty': 'l2', 'lr__solver': 'saga'}",0.8874099016151944,0.8927763455569001,0.8890408796759088,0.8910635835109042,0.891352958198511,0.8903287337114838,0.0018845685233831377,11
5.349900531768799,0.6805533456738763,0.0,0.0,1.0,True,1000,elasticnet,saga,"{'lr__C': 1, 'lr__fit_intercept': True, 'lr__max_iter': 1000, 'lr__penalty': 'elasticnet', 'lr__solver': 'saga'}",,,,,,,,19
234.60904178619384,71.61021693433241,1.0621513366699218,0.03380815636035522,1.0,False,1000,l1,saga,"{'lr__C': 1, 'lr__fit_intercept': False, 'lr__max_iter': 1000, 'lr__penalty': 'l1', 'lr__solver': 'saga'}",0.8778607881306887,0.8838059662229705,0.8792023991161151,0.8799621182227133,0.8823034225133507,0.8806269388411676,0.002146611386972808,14
10.067014074325561,0.6503255187670882,1.327563428878784,0.15745535791983598,1.0,False,1000,l2,saga,"{'lr__C': 1, 'lr__fit_intercept': False, 'lr__max_iter': 1000, 'lr__penalty': 'l2', 'lr__solver': 'saga'}",0.8856473930657126,0.8899878991950334,0.8866470247803441,0.8874858601004919,0.8894325625443927,0.887840147937195,0.0016435240437439674,12
5.486122894287109,0.37561503065189145,0.0,0.0,1.0,False,1000,elasticnet,saga,"{'lr__C': 1, 'lr__fit_intercept': False, 'lr__max_iter': 1000, 'lr__penalty': 'elasticnet', 'lr__solver': 'saga'}",,,,,,,,19
5870.397699928284,47.50301845367739,1.2068799018859864,0.053107653605246635,10.0,True,1000,l1,saga,"{'lr__C': 10, 'lr__fit_intercept': True, 'lr__max_iter': 1000, 'lr__penalty': 'l1', 'lr__solver': 'saga'}",0.9133740200978587,0.9129531225338033,0.9147156310832851,0.9136348091442401,0.9153973640596638,0.9140149893837701,0.0009038582170584681,1
17.138032531738283,0.6480371059016236,1.188257360458374,0.12556866960572655,10.0,True,1000,l2,saga,"{'lr__C': 10, 'lr__fit_intercept': True, 'lr__max_iter': 1000, 'lr__penalty': 'l2', 'lr__solver': 'saga'}",0.9094281054348398,0.9133740200978587,0.9114536749618561,0.9109515165864309,0.9113461184331676,0.9113106871028306,0.0012611234001378205,3
4.8008811473846436,0.46335634579926405,0.0,0.0,10.0,True,1000,elasticnet,saga,"{'lr__C': 10, 'lr__fit_intercept': True, 'lr__max_iter': 1000, 'lr__penalty': 'elasticnet', 'lr__solver': 'saga'}",,,,,,,,19
6132.445837163925,67.49718498380722,1.2901078701019286,0.13004922780597114,10.0,False,1000,l1,saga,"{'lr__C': 10, 'lr__fit_intercept': False, 'lr__max_iter': 1000, 'lr__penalty': 'l1', 'lr__solver': 'saga'}",0.9074288420055769,0.9086126164044825,0.9075077602988373,0.9061899876358088,0.9087680530344882,0.9077014518758387,0.0009342607288274117,4
